"symbol","pump24h","pumpDate","ageDays","compress","volRatio","pos","r14d","dd","oi","fund","compressLag","volRatioLag","posLag","r14dLag","ddLag","oiLag","fundLag"
"BTCUSDT","5.8","04-13 08:00","2512","1.04","0.72","10","4.7","-4.1",,"-0.0042","2.18","0.92","15","7.4","-2.9",,"-0.0045"
"ETHUSDT","9.3","04-13 08:00","2433","1.15","0.81","8","6","-6.2",,"-0.0021","2.48","0.95","27","10.7","-4.8",,"-0.0019"
"BCHUSDT","6.6","04-21 08:00","2411","0.57","0.71","85","2.6","-8.9",,"0.0024","0.84","0.9","38","1.2","-9.6",,"0.0008"
"XRPUSDT","6.3","04-16 14:00","2393","0.8","1.24","68","8.3","-4",,"0.003","0.64","1.13","58","0.8","-6.8",,"0.0047"
"LTCUSDT","3.9","04-28 09:00","2390","1.01","1.02","15","0.9","-3.8",,"0.0007","0.63","0.87","13","4.7","-3.5",,"-0.0009"
"TRXUSDT","1.9","05-01 15:00","2384","1.22","1","73","0.3","-3.1",,"-0.0009","0.62","0.98","79","0","-3.3",,"-0.0116"
"ETCUSDT","10","04-03 18:00","2383","0.68","1.13","56","-4.1","-8.5",,"-0.0098","0.95","1.15","4","-6.7","-11.4",,"-0.0035"
"LINKUSDT","7.2","04-12 23:00","2382","1.93","0.77","13","4.2","-7.7",,"-0.0018","1.79","0.8","63","8.4","-3.8",,"0.0021"
"XLMUSDT","9.1","04-16 14:00","2379","0.72","0.86","78","-1.7","-11.8",,"0.0015","0.64","0.74","76","-9","-14",,"-0.0009"
"ADAUSDT","7.7","04-07 05:00","2368","0.98","0.98","28","-5.9","-11.4",,"0.0056","0.94","0.72","88","1.8","-7.2",,"0.0078"
"XMRUSDT","10","04-21 02:00","2365","0.79","1.02","86","8.4","-3.2",,"0.0103","1.39","1.19","75","7.3","-3.6",,"0.0179"
"DASHUSDT","37.3","04-09 15:00","2364","0.97","1.68","49","-1.6","-8.6",,"0.0051","2.61","1.62","66","-3.9","-7",,"-0.0008"
"ZECUSDT","28","04-07 02:00","2363","0.79","0.93","65","12.1","-3.2",,"-0.0043","0.9","0.85","69","12.6","-4.3",,"-0.0063"
"XTZUSDT","9","04-27 08:00","2362","0.55","0.61","14","6.5","-9.9",,"0.0014","0.39","0.41","38","7.1","-8.1",,"0.0041"
"BNBUSDT","4.1","04-16 13:00","2358","0.53","1.08","63","8.4","-4.8",,"0.0037","0.9","1.36","76","1.2","-5.3",,"0.0047"
"ATOMUSDT","6.6","04-07 08:00","2361","0.82","1.44","26","-5.4","-8.4",,"-0.0114","0.74","1.09","92","-1.6","-6",,"-0.0102"
"ONTUSDT","27.2","04-17 02:00","2357","0.63","0.39","27","-28.3","-44.5",,"-0.0201","0.55","0.38","11","-33.8","-44.4",,"-0.0341"
"IOTAUSDT","10.4","04-16 14:00","2356","0.55","0.85","74","-4.6","-12.2",,"0.01","0.68","0.92","45","-5.8","-15",,"0.0071"
"BATUSDT","11.2","04-20 00:00","2355","1.6","0.99","6","0.8","-15.3",,"0.0056","1.31","1.66","3","4.8","-12.8",,"0.0079"
"VETUSDT","9.7","04-03 07:00","2354","0.91","1","88","0","-3.5",,"-0.0005","1.15","0.95","40","-3.6","-7",,"0.0033"
"NEOUSDT","8.1","04-03 01:00","2351","0.92","1.72","14","-2.9","-8.2",,"-0.0023","1.4","1.32","84","0.7","-3.3",,"-0.0098"
"QTUMUSDT","12","04-03 02:00","2348","0.98","2.55","23","2.7","-8.3",,"-0.0106","2.36","4.31","61","3.2","-6.7",,"-0.0811"
"IOSTUSDT","10.4","04-14 03:00","2347","1.37","2.01","74","5.6","-5.4",,"0.0072","1.49","1.58","39","2.7","-8",,"0.0072"
"THETAUSDT","31.3","04-17 05:00","2251","1.2","1.68","64","30.6","-5.6",,"-0.003","2.41","1.07","94","38.9","-1",,"-0.0082"
"ALGOUSDT","21.7","04-02 06:00","2231","7.49","9.02","59","-10.1","-9.8",,"0.0035","5.12","4.28","99","-7.9","-0.3",,"0.0027"
"ZILUSDT","5.8","04-07 01:00","2229","0.84","0.77","43","-4.7","-7.5",,"-0.0042","0.65","0.44","63","-1.3","-6.8",,"-0.0034"
"KNCUSDT","29.9","05-01 15:00","2225","0.6","0.77","72","-6.5","-28.2",,"-0.0013","0.97","0.76","24","0.3","-28.9",,"0.0045"
"ZRXUSDT","10.1","04-05 06:00","2223","0.96","0.55","2","-8.4","-6.2",,"0.0003","0.78","0.74","50","-5.5","-4.5",,"-0.0005"
"COMPUSDT","16.3","04-09 11:00","2217","1.94","3.52","64","-1.7","-7.4",,"-0.0013","0.96","1.07","57","-10.8","-11.8",,"0.0014"
"DOGEUSDT","11.2","04-28 11:00","2207","0.86","1.2","56","5.2","-2.9",,"0.0054","0.72","0.79","21","7.9","-4",,"0.0035"
"KAVAUSDT","14.6","05-01 00:00","2189","1.41","0.6","2","-1.2","-12.2",,"0.005","1.06","0.61","13","8.2","-9.7",,"0.005"
"BANDUSDT","42.4","04-16 11:00","2188","0.65","0.76","86","6.6","-4.9",,"0.01","0.41","0.87","40","-0.7","-9.8",,"0.01"
"RLCUSDT","11","04-19 12:00","2186","1.67","1.95","10","6.7","-9.8",,"0.009","2.92","1.38","42","6.6","-7.2",,"0.01"
"SNXUSDT","14.2","04-26 03:00","2172","0.54","0.5","16","5.7","-4.7",,"-0.0008","0.81","0.52","94","5.6","-2.8",,"-0.0003"
"DOTUSDT","13.4","04-15 19:00","2164","0.79","1.12","48","-6","-20.4",,"-0.1561","0.98","1.98","8","-9.5","-23.1",,"-0.1329"
"YFIUSDT","7.1","04-14 18:00","2155","0.83","1.18","54","3.3","-4.2",,"0.0055","0.74","1.01","23","3.3","-5.7",,"0.0039"
"CRVUSDT","10.6","04-07 07:00","2154","0.75","0.81","19","-7.1","-13.7",,"0.0095","0.81","0.65","93","1.9","-9.5",,"0.0077"
"TRBUSDT","43.5","04-15 23:00","2152","1.02","0.99","93","8.5","-1.1",,"0.005","0.94","0.69","30","0.8","-7.6",,"0.0037"
"RUNEUSDT","18.4","04-21 06:00","2151","0.55","0.81","80","11.2","-3.8",,"0.0048","0.82","0.87","9","5.4","-6.1",,"0.0044"
"SUSHIUSDT","10.2","04-15 15:00","2151","0.68","0.89","97","0.6","-2.2",,"0.0082","1.13","0.81","74","1.8","-3.7",,"0.0042"
"EGLDUSDT","11.2","04-15 10:00","2141","0.83","0.91","43","-1.3","-8.6",,"0.0003","1.4","0.94","57","2.7","-7.8",,"0.0012"
"SOLUSDT","7","04-06 23:00","2141","0.76","0.77","35","-12.4","-14.3",,"-0.0028","0.57","0.54","65","-6.5","-13.8",,"-0.0061"
"ICXUSDT","11.3","04-02 11:00","2140","0.97","0.59","58","-4.4","-9.9",,"0.005","0.81","0.46","72","-7.5","-9.6",,"0.0037"
"STORJUSDT","6.2","04-07 16:00","2139","0.87","0.85","13","-10","-11.8",,"0.0039","0.65","0.68","86","-4.5","-7.8",,"0.0036"
"UNIUSDT","7.2","04-12 23:00","2137","1.57","0.73","12","-9.7","-19.5",,"-0.0037","0.83","0.73","62","-6.3","-15.7",,"0.0042"
"AVAXUSDT","10.7","04-07 05:00","2132","1.41","1.71","7","-8.7","-11.2",,"0.0055","1.4","1.12","81","3.7","-3.1",,"0.0024"
"ENJUSDT","76.2","04-14 18:00","2126","19.6","1.49","46","159.5","-28.2",,"-0.1774","16.19","1.88","55","105.3","-18.9",,"-0.089"
"KSMUSDT","42.5","04-16 07:00","2111","1.34","1.18","74","6.4","-3",,"0.0094","0.76","0.95","43","-0.8","-8.4",,"0.0096"
"NEARUSDT","11.5","04-07 13:00","2110","0.78","1.13","25","-3.8","-6.8",,"0.0022","0.78","1.16","90","-1.3","-2.9",,"0.0033"
"AAVEUSDT","15","04-12 23:00","2109","1.66","0.81","17","-5.6","-22.7",,"0.0007","3.49","0.9","83","-1.5","-18.1",,"0.0032"
"FILUSDT","12.3","04-15 15:00","2109","0.71","0.95","78","7.9","-3.6",,"0.0056","0.81","0.87","72","10.7","-4.3",,"0.0082"
"RSRUSDT","14.1","04-19 06:00","2106","1.23","1.57","31","19.4","-10.4",,"0.0076","1.5","2.07","84","24.5","-6.4",,"0.0078"
"BELUSDT","38.3","04-05 08:00","2076","1.53","0.61","6","-11.7","-11",,"0.01","1.54","1.64","18","-6.6","-6.8",,"0.0099"
"AXSUSDT","53.6","04-24 10:00","2074","0.53","0.67","37","-1.7","-10.7",,"-0.0049","0.82","0.76","19","-1.6","-11.2",,"-0.007"
"ZENUSDT","17.7","04-09 13:00","2070","1.09","1.1","39","-3.2","-7.7",,"0.0024","0.99","0.95","82","-2.1","-3.6",,"0.0051"
"SKLUSDT","38.4","04-16 15:00","2162","0.52","0.43","65","-4.9","-12.8",,"0.005","0.38","0.44","32","-11","-15",,"0.005"
"GRTUSDT","6.4","04-16 14:00","2046","1","0.97","69","5.3","-2.8",,"0.0031","0.58","0.83","43","-1.8","-6",,"0.0027"
"1INCHUSDT","6.5","04-07 12:00","2039","0.93","0.95","34","-8.2","-10",,"0.0015","0.98","2.28","89","-3.4","-6.9",,"0.0031"
"CHZUSDT","17.7","04-15 00:00","2012","0.72","1.09","44","-13.8","-19",,"0.001","1.66","1.23","41","-12.6","-17.3",,"-0.003"
"SANDUSDT","10.7","04-24 09:00","2015","0.59","0.87","45","1","-10.7",,"-0.005","0.97","1.07","23","-1.8","-11.4",,"-0.0049"
"ANKRUSDT","6.2","04-03 03:00","2008","0.84","0.53","16","3.6","-13.2",,"-0.0351","0.7","0.4","80","6.5","-9.9",,"-0.0228"
"RVNUSDT","6.6","04-24 02:00","1979","0.77","0.7","33","3.3","-6.1",,"0.0049","1.09","0.76","21","3.3","-5.6",,"0.005"
"SFPUSDT","11.8","04-26 04:00","1978","1.32","1.06","88","13.9","-0.8",,"0.0051","1.04","1.17","84","10.3","-0.9",,"0.01"
"COTIUSDT","11.4","04-19 22:00","1965","1.86","1.15","10","6.9","-11.3",,"0.01","1.45","1.6","21","11.6","-7.4",,"0.01"
"CHRUSDT","32.2","04-02 03:00","1962","0.82","1.36","53","-29.9","-5",,"0.0033","0.58","1.14","64","-34.6","-4.4",,"0.0094"
"MANAUSDT","9.8","04-24 09:00","1960","0.41","0.73","62","1.7","-6.1",,"0.0047","0.56","0.6","20","-3","-7.9",,"0.0019"
"ALICEUSDT","86.1","04-17 07:00","1959","1.01","1.25","69","2","-4.6",,"0.0011","0.52","0.66","86","5.1","-6.6",,"0.0011"
"HBARUSDT","9.4","04-07 05:00","1957","0.82","0.77","20","-6.3","-9.4",,"0.0004","0.56","0.63","93","-1.6","-7",,"-0.0013"
"ONEUSDT","16.2","04-02 04:00","1957","0.98","0.62","0","-11.7","-12.4",,"0.01","0.6","0.5","64","-7.9","-9.4",,"0.01"
"CELRUSDT","11.9","04-19 18:00","1945","2.81","1.28","11","7.2","-11.2",,"0.01","2.63","1.72","35","5.6","-7.7",,"0.01"
"HOTUSDT","7.1","04-15 19:00","1944","0.49","0.99","67","-1","-12",,"0.0028","1.04","1.22","41","-2.7","-14.2",,"0.0037"
"MTLUSDT","5.4","04-02 11:00","1943","1.05","1.05","50","-7.4","-3.2",,"0.0099","0.74","1.04","89","-8.7","-2.5",,"0.0046"
"OGNUSDT","12.3","04-16 06:00","1943","0.54","1.1","63","8.3","-9.3",,"-0.0012","1.46","0.98","33","1.4","-12.2",,"-0.0024"
"1000SHIBUSDT","6.9","04-15 18:00","1903","0.7","1.16","64","-1.6","-5.7",,"-0.0013","0.9","1.08","58","-0.9","-6",,"0.0006"
"GTCUSDT","59.6","04-18 04:00","1959","6.28","2.35","45","24.6","-11.6",,"-0.034","1.33","0.92","62","16.9","-14.4",,"-0.0007"
"BTCDOMUSDT","2.3","04-22 05:00","1865","0.79","1.42","94","4","-0.1",,"-0.0023","0.61","1.27","70","2.4","-0.3",,"0.0083"
"IOTXUSDT","8.3","04-15 18:00","1810","0.69","1.41","23","-2.2","-30.3",,"0.01","0.72","1.16","25","-4.3","-30",,"0.0059"
"C98USDT","14.8","04-16 07:00","1798","0.68","1.18","85","-20.2","-34.9",,"-0.0176","0.82","1.29","54","-22.7","-36.2",,"-0.0246"
"MASKUSDT","32.1","04-25 11:00","1836","0.84","2.5","28","16.7","-5.2",,"-0.0023","1.14","3.08","61","17.1","-4.7",,"-0.0038"
"DYDXUSDT","30.7","04-16 00:00","1781","0.81","1.02","56","2","-6.4",,"-0.0039","0.71","0.58","30","-8.8","-14.7",,"-0.0039"
"1000XECUSDT","5.5","04-07 03:00","1774","0.86","0.81","7","-4.7","-8.5",,"0.0056","1.83","1.75","53","2.4","-5.2",,"0.0012"
"GALAUSDT","15.5","04-24 03:00","1773","0.42","0.7","48","7","-8.5",,"0.0055","0.74","0.92","30","6","-9.7",,"0.0098"
"CELOUSDT","10","04-23 11:00","1764","0.82","0.62","22","3.8","-8.9",,"0.0074","1.15","0.75","79","2.2","-6",,"0.0092"
"ARUSDT","21.9","04-15 07:00","1762","1.16","1.14","56","0.2","-9.2",,"0.0078","1.48","1.1","62","1.4","-8.7",,"0.0053"
"ARPAUSDT","28","04-17 08:00","1742","1.27","0.92","90","5.9","-6.4",,"0.0098","0.64","0.7","98","6.1","-9.3",,"0.0098"
"CTSIUSDT","105.5","04-01 15:00","1735","2.44","1.69","15","-36.1","-15",,"0.0016","0.88","0.93","71","-30.5","-13",,"0.0023"
"LPTUSDT","36.4","04-09 14:00","1719","0.98","1.01","28","-8.2","-11.7",,"0.0012","2.34","1.25","85","-8","-8.4",,"0.0031"
"ENSUSDT","7.3","04-16 14:00","1700","0.73","1.08","66","8","-3.9",,"0.0066","0.67","1.15","62","0.8","-6.4",,"0.0009"
"PEOPLEUSDT","22.3","04-15 18:00","1676","0.81","1.79","96","12.1","-0.4",,"0.0093","1.77","1.4","64","8.8","-4.4",,"0.0046"
"ROSEUSDT","12.7","04-15 17:00","1668","0.77","0.6","57","2.3","-9.9",,"0.01","1","0.69","35","3.9","-10.7",,"0.01"
"DUSKUSDT","25.3","04-10 22:00","1662","1.07","1.07","94","15.5","-5.3",,"-0.0011","0.76","1.58","78","6.7","-7.1",,"-0.0027"
"FLOWUSDT","16.8","04-13 09:00","1628","0.65","0.53","6","6.9","-13.3",,"0.005","0.74","0.55","15","4.8","-11.9",,"0.005"
"IMXUSDT","12.8","04-14 19:00","1627","1.38","2.62","44","2.6","-13.5",,"-0.0074","0.93","2.3","66","0.1","-13.4",,"-0.0089"
"API3USDT","59.6","04-24 03:00","1616","0.94","0.13","31","9.6","-34.2",,"0.0043","1.58","0.23","2","8.5","-35.2",,"-0.0203"
"GMTUSDT","11.7","04-24 09:00","1595","0.48","0.59","24","10.1","-8.9",,"0.0049","0.72","0.69","15","8.2","-9.2",,"0.0049"
"APEUSDT","108.1","04-23 19:00","1592","0.48","0.78","24","10.8","-16.2",,"-0.0062","0.8","0.75","53","17.1","-13.1",,"-0.0056"
"WOOUSDT","13.2","04-07 11:00","1571","0.85","0.8","45","-5.4","-12.5",,"0.0063","1.15","0.71","92","-0.7","-9.2",,"0.0005"
"JASMYUSDT","8.7","04-16 13:00","1559","0.57","0.93","85","2.2","-5.2",,"0.0061","0.5","0.91","39","-1.2","-7.1",,"0.008"
"OPUSDT","11.8","04-15 15:00","1516","0.69","1.51","100","5.1","-2.8",,"0.0047","1.3","1.21","80","4.8","-5.2",,"-0.005"
"INJUSDT","14.3","04-14 21:00","1440","0.81","0.85","45","2.8","-5.2",,"0.0009","0.72","0.74","46","2.8","-5.4",,"-0.0044"
"STGUSDT","11.8","04-11 16:00","1432","0.44","0.62","60","-7.3","-27.9",,"0.0086","0.85","0.58","81","-15","-26.5",,"0.01"
"SPELLUSDT","11.6","04-26 09:00","1420","0.18","0.46","45","5.5","-15.4",,"0.0065","0.15","0.3","81","4.5","-15.5",,"0.01"
"1000LUNCUSDT","33.4","05-02 00:00","1417","0.51","1.23","30","52.7","-10.1",,"-0.0252","1.07","1.54","82","56.8","-3.3",,"-0.0289"
"LUNA2USDT","15.6","04-16 02:00","1416","0.69","0.8","99","5.8","-7.1",,"0.0049","0.67","0.69","53","0.8","-10.1",,"0.0049"
"LDOUSDT","24.3","04-26 02:00","1404","0.29","0.45","7","14.5","-18.8",,"0.0008","0.35","0.54","40","14.4","-15.9",,"0.004"
"ICPUSDT","13","04-07 13:00","1822","0.97","1","30","-3.6","-6.4",,"-0.0101","0.88","0.81","91","-2.3","-2.9",,"-0.014"
"APTUSDT","11.8","04-15 23:00","1377","1.24","1.09","56","0.7","-20.4",,"-0.0027","1.16","1.18","70","-3.7","-23.6",,"-0.0248"
"QNTUSDT","9.4","04-02 09:00","1377","0.39","0.75","26","-0.2","-10.9",,"0.0007","0.28","0.72","56","2","-9.8",,"0.0023"
"FETUSDT","11.6","04-06 22:00","1288","0.9","0.9","17","0.7","-14.4",,"-0.0417","0.53","0.58","18","9.4","-14.9",,"-0.0336"
"MAGICUSDT","20.1","04-02 10:00","1280","1.06","1.04","11","-11.8","-9",,"-0.0073","0.67","0.98","86","-11.4","-6",,"-0.0044"
"TUSDT","6.3","04-16 16:00","1272","1.01","0.75","94","4.5","-5.9",,"0.0006","0.84","0.83","37","0","-9",,"0.0007"
"MINAUSDT","9.5","04-09 01:00","1269","0.43","0.34","38","-6.1","-12.2",,"-0.0121","0.79","0.3","70","-3.6","-10",,"-0.013"
"ASTRUSDT","6.6","04-15 10:00","1259","0.87","0.83","33","1.2","-15.5",,"0.0092","1.05","1.05","55","5.5","-14.8",,"0.0088"
"GMXUSDT","10.6","04-16 07:00","1256","0.5","0.74","77","-0.9","-8.8",,"0.0048","1.19","0.69","54","-5.9","-10.5",,"0.004"
"CFXUSDT","18.4","04-15 23:00","1253","0.92","0.69","86","4.6","-11.1",,"0.0047","0.92","0.68","45","-1.6","-16.8",,"0.0026"
"STXUSDT","9.1","04-14 20:00","1252","1","0.89","42","-3.2","-11.4",,"0.0028","0.54","0.78","58","-0.5","-11.7",,"-0.0065"
"ACHUSDT","16","05-01 21:00","1251","2.96","1.3","32","11.3","-7.7",,"0.0004","2.3","2.1","60","18.4","-4.8",,"-0.0004"
"SSVUSDT","17.4","04-20 05:00","1249","1.19","0.89","21","9.6","-15.9",,"0.0012","2.18","2.36","5","10.6","-15.9",,"0.0031"
"CKBUSDT","13.9","04-25 11:00","1245","0.46","0.44","72","4.2","-11.1",,"0.01","0.49","0.41","51","3.5","-12.1",,"0.01"
"LQTYUSDT","14.7","04-17 06:00","1236","1.4","0.9","70","6.1","-8.9",,"0.0098","0.83","0.72","73","4.5","-9.8",,"0.0077"
"USDCUSDT","0","04-15 09:00","1232","1.12","2.22","11","-0.1","-0.1",,"0.0018","0.86","1.42","0","-0.1","-0.1",,"0.0005"
"IDUSDT","17.5","04-10 07:00","1221","0.69","0.81","30","-15.5","-22.8",,"0.0075","1.11","0.96","21","-20","-23.9",,"0.0081"
"ARBUSDT","13.7","04-15 19:00","1221","0.61","0.69","85","22.7","-5.2",,"0.0055","0.5","0.55","20","18.4","-10.4",,"0.001"
"JOEUSDT","106.3","04-07 02:00","1216","0.96","1.45","5","-12.2","-21.1",,"0.0092","0.97","0.88","94","0.5","-16.3",,"0.0099"
"TLMUSDT","19.5","04-17 07:00","1215","0.72","0.71","96","10.1","-2.9",,"0.005","0.28","0.47","85","4.9","-7.8",,"0.005"
"HFTUSDT","20.6","04-01 23:00","1208","1.32","2.57","2","-15.5","-12.5",,"0.0069","1.84","2.73","68","-9.4","-8.8",,"0.0061"
"XVSUSDT","21.4","04-16 14:00","1201","0.67","1.09","68","2.3","-5.5",,"0.0099","0.79","1.09","22","-3.2","-7",,"0.0097"
"BLURUSDT","40.1","04-18 14:00","1186","1.02","0.73","18","28.2","-14.9",,"-0.0236","1.2","1.25","51","24.5","-14.7",,"-0.0847"
"EDUUSDT","98.6","04-20 00:00","1185","1.94","0.96","10","-13.2","-46.5",,"-0.0143","2.45","1.3","25","2.3","-38.3",,"0.01"
"SUIUSDT","12.2","04-07 01:00","1180","1.16","1.08","42","-7.2","-10.5",,"-0.001","0.59","0.67","89","-3.2","-9.9",,"-0.0029"
"1000PEPEUSDT","12.2","04-06 22:00","1178","1.31","1.19","41","-0.7","-5.6",,"-0.0037","0.97","0.68","23","1","-8",,"-0.0114"
"1000FLOKIUSDT","11.5","04-15 20:00","1177","0.87","0.97","65","4.7","-6.2",,"-0.0095","1.41","0.94","28","0.3","-9.9",,"-0.0101"
"UMAUSDT","14.3","04-20 06:00","1174","4.59","4.46","6","8.8","-20.9",,"-0.004","3.79","5.56","3","11.9","-20.9",,"-0.0028"
"NMRUSDT","21.4","04-01 18:00","1130","0.76","1","84","-23.5","-7.5",,"0.0008","0.74","0.75","86","-25.9","-10.3",,"0.0021"
"MAVUSDT","14.7","04-15 10:00","1123","0.6","0.31","23","8.2","-11.9",,"0.0083","0.41","0.3","75","17.5","-9",,"0.0093"
"XVGUSDT","16.8","04-07 13:00","1117","1.03","1.05","21","-13","-17.6",,"0.0059","0.79","0.98","81","-12.7","-14.9",,"0.0063"
"WLDUSDT","11.8","04-13 07:00","1098","0.91","1.46","69","3.9","-10.8",,"0.0062","1.39","1.74","54","4.3","-13.1",,"0.0067"
"PENDLEUSDT","21.6","04-30 08:00","1094","1.47","1.2","9","8.7","-15.7",,"0.007","0.77","0.98","88","31.1","-7.6",,"0.0079"
"ARKMUSDT","35.5","04-15 07:00","1094","1.21","1.26","43","1.7","-7.6",,"0.0052","1.42","1.35","50","5.6","-6.8",,"0.0016"
"AGLDUSDT","9.3","04-07 16:00","1093","1.62","1.66","22","-4.1","-8.9",,"0.0053","1.6","1.35","86","1.1","-3.6",,"0.0007"
"YGGUSDT","13.3","04-24 09:00","1086","0.46","0.38","83","8.3","-10.5",,"0.0042","0.66","0.57","13","2.9","-13.7",,"0.0044"
"DODOXUSDT","24.5","04-22 15:00","1083","0.37","0.4","30","8","-15.1",,"0.005","0.61","0.52","5","14.4","-15.9",,"0.005"
"BNTUSDT","6.8","04-12 23:00","1081","2.07","0.76","10","6.8","-6.2",,"-0.0181","1.68","0.68","79","10.1","-2.4",,"-0.0168"
"SEIUSDT","12.2","04-21 17:00","1074","0.82","0.76","81","5.4","-9.2",,"-0.0015","0.66","0.75","68","2.6","-10.2",,"-0.0065"
"CYBERUSDT","8.6","04-24 02:00","1070","0.52","0.56","48","5.4","-10.6",,"0.0047","1.35","0.99","16","3.5","-12.2",,"-0.001"
"ARKUSDT","6.9","04-27 22:00","1040","0.92","1.11","16","0.5","-6.2",,"0.0026","0.66","1.02","75","7.7","-3",,"0.005"
"BICOUSDT","16.2","04-26 09:00","1032","0.63","0.63","54","23.7","-7.6",,"0.0074","0.89","1.82","37","18.3","-9.3",,"0.0053"
"BIGTIMEUSDT","11.4","04-24 09:00","1017","0.5","0.36","86","8.7","-15",,"0.005","0.84","0.3","14","1.8","-18.7",,"0.005"
"WAXPUSDT","4.6","04-07 13:00","1011","0.77","0.54","27","-9.6","-22.9",,"0.0002","1.03","0.44","81","-17","-21.2",,"-0.0032"
"BSVUSDT","13.1","04-03 21:00","1010","1.15","3.03","81","-7.7","-1.7",,"-0.0096","1.59","2.32","92","-5.7","-0.7",,"-0.0046"
"RIFUSDT","21.2","04-14 04:00","1009","2.57","1.27","94","12.9","-6.4",,"0.005","0.46","0.61","57","3.9","-14.5",,"0.005"
"POLYXUSDT","25.1","04-03 03:00","1005","0.93","0.65","7","-7.1","-14",,"-0.0038","0.44","0.59","7","-4.9","-11.8",,"-0.0216"
"GASUSDT","20.9","04-02 11:00","1005","0.64","0.47","35","-2","-9.8",,"-0.01","0.4","0.41","72","-2.7","-7.9",,"-0.0212"
"POWRUSDT","9","04-02 13:00","1003","0.66","0.46","5","-2.2","-11.3",,"0.005","0.94","0.44","87","-3.5","-7.6",,"0.004"
"TIAUSDT","26.8","04-16 00:00","998","0.88","1.09","90","10.4","-1.9",,"0.0036","0.8","1.07","59","3.7","-9.2",,"0.0033"
"CAKEUSDT","9.1","04-13 13:00","997","0.83","0.78","80","6.9","-2.5",,"0.0043","0.67","0.67","11","7.3","-4.9",,"0.003"
"MEMEUSDT","20.7","04-15 19:00","996","0.65","1.24","92","1.5","-16.7",,"0.005","1.48","1.23","43","-2.7","-21",,"0.0031"
"TWTUSDT","10.8","04-01 10:00","995","5.36","9.32","21","-19.5","-32.4",,"-0.0018","4.81","5.82","33","-16.6","-29.3",,"0.0039"
"ORDIUSDT","198.7","04-15 15:00","992","2.92","4.13","97","24.4","-0.8",,"0.0044","2.8","2.28","67","11.1","-5.7",,"0.0034"
"STEEMUSDT","6.1","04-02 11:00","990","0.9","0.44","7","-0.1","-9.9",,"-0.0131","0.58","0.51","68","1.8","-6.4",,"-0.0449"
"ILVUSDT","52.3","04-09 13:00","988","0.71","0.48","50","5.1","-9.4",,"-0.0038","0.63","0.43","63","3.9","-8.2",,"-0.0059"
"KASUSDT","12.1","04-16 13:00","982","0.7","0.86","93","7.8","-17.4",,"-0.003","0.58","0.85","42","0.4","-19.7",,"0.0011"
"BEAMXUSDT","7.6","04-07 16:00","981","1.43","1.01","5","-2.5","-7.8",,"0.005","1.48","0.87","63","1.6","-3.4",,"0.005"
"1000BONKUSDT","9.1","04-15 18:00","976","0.84","1.24","71","2.2","-5.3",,"0.0038","1.04","1.09","51","0.7","-7.4",,"0.0006"
"PYTHUSDT","15.1","04-23 00:00","976","1.57","1.31","44","9.7","-7.2",,"0.0044","1.01","0.55","73","3.1","-9.7",,"0.0038"
"SUPERUSDT","34.4","04-05 14:00","972","0.91","0.44","15","-13.7","-32.4",,"-0.0046","0.46","0.29","30","-19.3","-30.7",,"-0.0002"
"USTCUSDT","22.4","05-01 13:00","972","1.49","2.48","40","15","-12",,"-0.0026","1.14","0.88","72","16.9","-7.1",,"0.0048"
"ONGUSDT","77.5","04-03 02:00","971","1.53","1.61","35","-10","-12.4",,"-0.0992","1.61","1.39","71","-3.2","-5.6",,"-0.1128"
"ETHWUSDT","48.7","04-16 16:00","971","1.71","3.41","87","15.1","-2.5",,"0.005","1.72","2.43","71","9.3","-5.2",,"0.005"
"JTOUSDT","10.1","04-19 23:00","961","2.24","0.46","6","12","-20.2",,"-0.0018","1.07","0.56","17","16.6","-16.4",,"-0.0005"
"1000SATSUSDT","80.8","04-15 15:00","956","1.76","3.09","94","9.9","-1.6",,"0.0054","1.12","1.66","67","7.5","-7.3",,"0.0034"
"AUCTIONUSDT","4.6","04-16 08:00","953","0.73","0.92","79","6.4","-0.9",,"0.005","0.65","0.93","55","4.1","-2.8",,"0.005"
"1000RATSUSDT","37.5","04-15 11:00","953","0.66","1.15","84","-0.7","-40.4",,"0.0185","0.64","0.88","37","-13","-43.2",,"0.0167"
"ACEUSDT","32.4","04-17 07:00","951","1.29","1.22","91","8.8","-10.2",,"0.0076","0.64","1.21","95","2.8","-13.6",,"0.0055"
"MOVRUSDT","208","04-16 13:00","943","1.27","1.19","95","10.6","-0.9",,"0.0045","0.7","0.85","43","-8.4","-13.7",,"0.0045"
"XAIUSDT","11.7","04-24 09:00","928","0.55","0.23","67","8","-17.7",,"0.0048","0.68","0.26","19","3.1","-19.6",,"0.0048"
"WIFUSDT","12.1","04-15 19:00","919","0.59","1.08","78","8","-3.4",,"0.0012","0.99","0.92","29","6","-7.8",,"-0.0008"
"MANTAUSDT","8.4","04-02 10:00","919","1.09","1.32","22","-9","-11.2",,"0.0047","0.67","1.01","71","-6.6","-8.5",,"0.0047"
"ONDOUSDT","7.7","04-07 06:00","917","1.11","1.14","24","-0.3","-13.2",,"0.0009","0.79","0.77","75","7.4","-9.6",,"-0.0045"
"LSKUSDT","6.5","04-07 12:00","912","0.99","1.07","29","-6.8","-7.8",,"-0.0014","0.77","0.84","76","-1.6","-5.7",,"-0.0057"
