"symbol","pump24h","pumpDate","ageDays","compress","volRatio","pos","r14d","dd","oi","fund","compressLag","volRatioLag","posLag","r14dLag","ddLag","oiLag","fundLag"
"FIDAUSDT","79.1","05-19 20:00","675","4.99","33.55","29","20.6","-22",,"-0.4115","7.07","97.65","56","30.5","-17.9",,"-0.3635"
"CATIUSDT","22.1","06-10 12:00","674","0.27","0.53","75","-21","-37.7",,"0.005","0.4","0.73","68","-17","-39.3",,"0.005"
"HMSTRUSDT","71.5","06-10 04:00","668","1.16","0.68","64","2.5","-27.6",,"0.0031","2.35","0.94","26","3.6","-31.6",,"0.003"
"EIGENUSDT","21.4","05-23 09:00","663","0.61","1.64","28","-10","-18.4",,"0.0038","0.68","0.75","86","-1.9","-14.6",,"0.0025"
"DIAUSDT","8.8","05-20 12:00","662","0.71","0.61","37","-14.2","-25.6",,"0.0047","0.8","0.53","44","-8.8","-25.8",,"0.0046"
"1000CATUSDT","15.6","05-29 14:00","643","1.22","0.77","17","-14.1","-28.9",,"-0.0009","1.35","0.87","3","-20.6","-29.2",,"0"
"SCRUSDT","11.7","05-20 03:00","642","0.58","0.48","6","-12.2","-23.1",,"0.0035","1.77","0.54","38","-6","-20.5",,"0.0039"
"GOATUSDT","22.2","05-14 03:00","639","1.88","1.21","8","58.7","-12.6",,"0.005","1.65","1.01","49","69.8","-6",,"0.005"
"MOODENGUSDT","10.2","06-06 04:00","639","2.13","1.3","16","-26.2","-47.6",,"-0.0036","2.12","1.29","2","-23.9","-43.1",,"0.0019"
"SAFEUSDT","17.6","05-21 07:00","639","0.83","0.81","60","0.4","-15.3",,"0.005","1.31","0.82","32","-2","-17.5",,"0.005"
"SANTOSUSDT","11.6","06-06 04:00","635","5.37","2.81","16","-38.5","-55.9",,"0.005","2.65","2.15","13","-37.7","-51",,"0.005"
"COWUSDT","7.9","06-06 04:00","626","1.41","0.95","18","-20.5","-33.7",,"0.005","2.26","0.76","2","-21.4","-31.5",,"0.005"
"CETUSUSDT","10.5","05-20 03:00","626","0.35","0.31","7","-9","-35.6",,"0.0045","0.39","0.29","33","-5.8","-33.5",,"0.0045"
"1000000MOGUSDT","7.7","06-06 04:00","626","2.56","1.42","18","-24.2","-43.1",,"-0.0093","1.36","1.39","10","-24.5","-39.1",,"0.0036"
"GRASSUSDT","37.1","05-23 01:00","624","4.12","46.68","49","1.8","-15.4",,"0.005","4.04","14.26","96","15.3","-1.3",,"0.005"
"DRIFTUSDT","41.7","05-25 07:00","624","0.71","1.12","99","-17.3","-27.5",,"-0.005","0.87","1.1","47","-22.5","-31.3",,"0.005"
"ACTUSDT","9.9","06-06 04:00","622","2.15","1.38","10","-28.2","-46.1",,"0.0044","1.38","1.23","6","-26.2","-41.9",,"0.0047"
"PNUTUSDT","12.3","05-13 16:00","622","1.17","0.85","6","40.9","-11.4",,"0.0024","1.16","0.8","11","37.7","-10.4",,"0.0035"
"BANUSDT","26.6","05-22 19:00","615","1.29","1.03","35","6.2","-8.6",,"0.0009","0.13","0.45","72","3.9","-11.3",,"0.0048"
"AKTUSDT","20.7","06-13 00:00","615","0.33","0.48","53","-23.8","-36.1",,"0.005","0.7","0.53","84","-23.5","-34.7",,"0.005"
"SCRTUSDT","10","05-20 03:00","612","0.59","0.5","18","-28.4","-34.3",,"0.005","1.2","0.52","24","-24.6","-32.5",,"0.005"
"1000CHEEMSUSDT","28.7","05-20 05:00","608","0.9","0.63","48","-9.4","-12.7",,"0.0036","1.73","0.86","38","-7.9","-11.8",,"0.0025"
"THEUSDT","10.7","05-29 07:00","606","2.37","2","13","-21","-31.4",,"0.0032","2.1","2.04","6","-20.2","-31.8",,"0.0038"
"MORPHOUSDT","15.3","06-09 14:00","605","1.91","2.31","55","-18.2","-23.6",,"0.004","1.36","0.55","92","-19.7","-22.1",,"-0.0019"
"CHILLGUYUSDT","14.9","05-20 12:00","605","0.65","0.55","47","-26.2","-31",,"0.005","0.62","0.64","61","-19.1","-29.6",,"0.004"
"KAIAUSDT","25.5","05-16 16:00","598","1.15","1.18","33","25.9","-8.1",,"0.0024","2.03","1.26","32","24.3","-7.5",,"0.005"
"AEROUSDT","14","05-20 21:00","598","0.6","0.89","63","-10.8","-24.9",,"-0.0054","0.63","0.82","55","-12.2","-25.9",,"-0.011"
"ACXUSDT","7.1","06-06 09:00","596","4.42","2.09","30","-4.8","-18.2",,"0.005","3.86","1.7","11","-2.8","-17.6",,"0.005"
"ORCAUSDT","28.2","06-11 19:00","596","0.69","0.65","88","-18.7","-51.1",,"0.005","0.98","0.67","18","-24.7","-53.5",,"0.005"
"MOVEUSDT","40.4","06-08 00:00","593","1.17","0.48","75","-26.8","-48.3",,"0.0079","1.31","0.97","34","-30.1","-49.5",,"-0.0013"
"RAYSOLUSDT","13.5","05-19 21:00","593","0.59","0.72","63","-12.8","-21.4",,"0.005","0.94","0.56","46","-10.8","-21.8",,"0.005"
"KOMAUSDT","27.9","05-28 10:00","593","0.74","0.6","28","-13.2","-28.8",,"0.0245","0.57","0.52","3","-18.7","-26.6",,"0.0195"
"VIRTUALUSDT","12.5","05-21 12:00","593","0.61","0.75","47","-22.8","-26.6",,"-0.0001","0.65","0.76","63","-15.9","-27.2",,"0.0006"
"SPXUSDT","11.6","06-06 04:00","593","3.65","1.91","22","-22.2","-42.8",,"-0.0033","1.52","2.12","3","-25.3","-40.3",,"-0.0011"
"MEUSDT","14.9","05-22 19:00","592","0.54","0.77","14","-17.2","-25.7",,"0.0014","0.38","0.69","82","-14.5","-24.5",,"-0.0057"
"AVAUSDT","11.2","06-10 22:00","589","1.07","0.79","23","-22.1","-42",,"0.005","1.07","0.77","20","-22.6","-41.5",,"0.005"
"VELODROMEUSDT","15","05-21 06:00","589","0.55","0.72","79","-13.5","-21.7",,"0.0049","0.51","0.6","33","-16","-24.5",,"0.0049"
"MOCAUSDT","9.5","06-10 02:00","587","1.27","2.81","9","-29","-44.7",,"0.0014","2.49","1.87","72","-23.4","-39.8",,"0.005"
"VANAUSDT","7.9","05-28 15:00","586","3.35","1.5","6","-15.6","-26.9",,"0.0048","1.54","1.74","49","-4.3","-17.3",,"0.005"
"PENGUUSDT","14.7","06-06 04:00","585","1.57","1.47","9","-30.2","-47.9",,"-0.0084","1.13","1.36","25","-31","-44.2",,"-0.0041"
"LUMIAUSDT","39","06-10 23:00","585","0.72","0.43","13","-20.8","-54.3",,"0.005","0.67","0.43","15","-24.2","-52.9",,"0.005"
"USUALUSDT","11.2","06-11 02:00","584","0.49","0.85","59","-25.3","-51.7",,"0.005","0.57","0.72","45","-28.6","-51.7",,"0.005"
"AIXBTUSDT","12.8","05-25 11:00","582","0.68","0.64","50","-15.4","-24.2",,"-0.0047","1.56","0.74","38","-15.1","-23.7",,"-0.0059"
"FARTCOINUSDT","9.1","06-06 04:00","582","5.84","1.79","8","-39.6","-60.3",,"0.0032","1.72","1.44","2","-37.4","-54.4",,"0.005"
"KMNOUSDT","29.3","06-11 16:00","582","0.57","0.77","57","-20.8","-45.2",,"0.005","0.64","0.65","17","-26.7","-45.5",,"0.005"
"CGPTUSDT","22.5","05-14 03:00","582","1.3","1.35","88","62.1","-1.2",,"0.0045","0.94","0.86","91","49.3","-2.6",,"0.0045"
"HIVEUSDT","33","05-30 06:00","580","0.4","0.22","95","-2.1","-35.1",,"0.0033","1.91","0.28","27","-7.9","-36.1",,"-0.0016"
"DEXEUSDT","29.6","05-24 05:00","579","0.73","0.73","24","15","-7.9",,"0.0034","0.92","0.96","34","14.1","-7.1",,"0.0047"
"PHAUSDT","41.3","05-24 17:00","573","4.63","3.83","66","-1.1","-7.5",,"-0.0018","0.85","0.76","26","-12.4","-18.3",,"0.0038"
"GRIFFAINUSDT","8.8","06-06 04:00","569","2.18","1.29","13","-31.8","-58.9",,"0.0086","1.49","1.2","13","-29.9","-56.9",,"0.0084"
"ZEREBROUSDT","31.6","05-24 16:00","569","0.37","0.67","35","-57.9","-61.4",,"-0.008","0.49","0.47","28","-54.6","-61.2",,"-0.0014"
"BIOUSDT","21.8","06-07 19:00","569","1.76","0.44","75","-18.5","-57.8",,"-0.005","2.2","0.63","18","-24.6","-61.1",,"-0.0065"
"COOKIEUSDT","19.3","05-17 01:00","565","1.66","1.3","9","75.1","-20.2",,"0.0039","1.15","1.04","18","84.5","-16",,"0.004"
"ALCHUSDT","9.9","06-12 22:00","565","0.2","0.35","63","-13.9","-45",,"0.0059","0.22","0.54","59","-11.6","-45.5",,"0.0065"
"SWARMSUSDT","22.5","05-27 12:00","565","0.89","0.34","29","-51.5","-74.3",,"0.0152","2.14","0.31","4","-50.4","-74",,"0.0136"
"SONICUSDT","8.7","06-10 21:00","564","0.92","0.84","12","-28.7","-50.4",,"0.0057","0.98","0.68","23","-31.5","-49.7",,"0.0034"
"PROMUSDT","14.3","06-10 05:00","557","1.1","0.36","19","-10.4","-55.5",,"0.005","0.93","0.38","40","-9.3","-54.1",,"0.005"
"SUSDT","10.2","05-20 17:00","556","0.39","0.52","69","-8.5","-24.1",,"0.0022","0.47","0.55","51","-1.3","-24.9",,"0.0026"
"SOLVUSDT","8.1","05-29 02:00","555","2.04","0.98","22","-21.2","-41.2",,"0.0036","1.3","0.8","8","-21.7","-38.7",,"0.0047"
"ARCUSDT","47.9","05-15 11:00","554","3.11","1.42","16","-37.4","-25.8",,"0.0176","1.74","1.15","36","-23","-12.9",,"0.0203"
"AVAAIUSDT","10.4","06-09 01:00","554","1.35","0.5","37","-26.5","-51.9",,"0.0134","3.25","0.65","85","-23.4","-50.2",,"0.0209"
"TRUMPUSDT","33.8","06-12 01:00","553","0.62","0.8","96","-8.4","-32.2",,"-0.0108","0.58","0.64","50","-15.3","-36.3",,"-0.0169"
"MELANIAUSDT","14.4","06-01 09:00","552","0.88","0.7","15","-4.2","-21",,"0.005","0.47","0.84","48","-6.2","-19.4",,"0.005"
"VTHOUSDT","33.5","05-29 07:00","550","1.66","1.09","32","-16.3","-26.5",,"0.005","3.07","1.32","9","-17.6","-27.4",,"0.0043"
"ANIMEUSDT","7.6","06-10 21:00","548","1.1","0.69","4","-30.9","-45.9",,"0.005","0.87","0.74","34","-30.5","-43.6",,"0.005"
"PIPPINUSDT","78.5","06-07 19:00","548","5.08","1.1","79","-32.4","-45.3",,"0.0092","2.82","1.12","33","-41.6","-52.2",,"0.0069"
"VVVUSDT","25.2","05-19 11:00","543","0.38","0.58","42","54.4","-26.2",,"-0.007","0.74","0.6","44","45.7","-30",,"-0.0081"
"BERAUSDT","13.8","06-07 19:00","534","1.95","0.54","45","-35.8","-43.8",,"0.001","3.33","1.01","11","-37.7","-44.9",,"0.0007"
"TSTUSDT","25.1","05-20 18:00","531","1.92","1.51","3","-17.1","-53.2",,"0","2.02","2.61","36","-16.2","-51.2",,"-0.0057"
"LAYERUSDT","26.2","06-07 16:00","529","1.49","0.59","60","-28.1","-59.7",,"-0.0047","2.69","0.9","25","-31.8","-60.1",,"-0.01"
"HEIUSDT","203.5","05-29 06:00","528","2.92","0.75","36","-32.1","-39.8",,"0.0047","2.92","0.77","10","-35.6","-42.6",,"0.0046"
"GPSUSDT","20.2","06-02 08:00","523","1.08","0.64","85","3.4","-13.1",,"0.005","1.13","0.64","63","1.3","-15.3",,"0.005"
"SHELLUSDT","9.6","05-16 14:00","523","2.31","1.3","15","32.9","-19.5",,"-0.0049","2.13","1.39","12","34.2","-19.8",,"0.0001"
"KAITOUSDT","16.6","06-12 22:00","520","0.7","0.69","50","-7.9","-24.4",,"0.005","0.65","0.61","30","-7.6","-24.7",,"0.005"
"REDUSDT","8.6","05-23 11:00","506","1.03","2.01","7","-17.6","-19.7",,"0.0043","1.29","1.61","73","-6.4","-12.9",,"0.0043"
"VICUSDT","64.6","05-31 09:00","500","2.02","1.28","18","-34.7","-49.5",,"-0.0888","4.06","2.04","52","-21.7","-42.5",,"-0.0729"
"EPICUSDT","46.1","05-31 19:00","500","1.87","2.96","45","-20.7","-36.7",,"0.0049","1.17","5.01","63","-16.6","-35.9",,"0.0048"
"BMTUSDT","7.3","06-10 21:00","495","0.6","0.96","26","-17.8","-37.9",,"0.0042","0.56","0.76","51","-17.2","-36.7",,"0.005"
"MUBARAKUSDT","9.2","05-26 00:00","495","1.05","0.89","63","-22.3","-28.1",,"0.005","0.61","1.02","25","-20.7","-31.2",,"0.005"
"FORMUSDT","19.6","06-04 01:00","494","1.13","0.85","44","6.8","-22.3",,"0.005","1.73","1.1","33","10.3","-22.1",,"0.005"
"TUTUSDT","18.8","06-06 04:00","493","2.81","4.73","48","-10.4","-33.4",,"0.005","1.65","1.94","77","-17.9","-34.2",,"0.005"
"BROCCOLI714USDT","16.4","06-07 19:00","492","0.86","0.6","74","-21.4","-44.2",,"0.005","1.12","0.82","41","-25.6","-45.9",,"0.005"
"BROCCOLIF3BUSDT","30.7","06-07 15:00","492","1.03","0.73","66","-11","-28.2",,"0.0044","1.09","1.02","32","-17.2","-31.4",,"0.0122"
"SIRENUSDT","63.7","06-06 16:00","491","2.54","1.64","83","58.3","-41.6",,"0.0045","3.87","4.64","74","46.7","-46.7",,"-0.0122"
"BANANAS31USDT","31.1","05-19 13:00","491","0.5","0.76","64","-17.2","-33.4",,"0.0021","1.05","0.83","46","-14.4","-31.9",,"0.0022"
"BRUSDT","30.1","06-10 09:00","492","0.77","0.47","7","-14.2","-50.6",,"0.0155","1.58","0.94","81","-7","-46.9",,"0.0116"
"PLUMEUSDT","32.1","05-23 07:00","491","1.53","5.07","22","-15.4","-21.1",,"0.0044","1.81","3.97","87","13.5","-11.6",,"0.0043"
"NILUSDT","42.9","05-23 19:00","488","1.44","0.89","63","-16.3","-46.9",,"0.0046","2.46","3.71","4","-30.9","-53.2",,"0.002"
"PARTIUSDT","30.4","06-05 15:00","487","1.2","1.27","30","-15","-30.5",,"0.005","1.09","1.3","41","-10.8","-26",,"0.005"
"JELLYJELLYUSDT","20.2","05-27 04:00","486","3.48","0.77","13","-19.9","-31.6",,"0.005","1.02","0.58","2","-17.3","-27.4",,"0.005"
"MAVIAUSDT","14.2","05-21 05:00","486","0.3","0.71","47","-20.4","-31.2",,"0.005","0.69","0.76","27","-25.2","-31.5",,"0.005"
"PAXGUSDT","4.7","06-10 22:00","486","2.83","1.89","2","-8.5","-14.4",,"-0.0008","1.38","1.41","16","-5.8","-10.7",,"0.0007"
"WALUSDT","10.5","06-09 04:00","485","1.24","0.44","5","-52.5","-68.8",,"0.0038","1.21","0.44","53","-46.1","-64.4",,"0.005"
"GUNUSDT","30.8","05-30 13:00","481","1.33","1.43","10","-47.8","-56.4",,"-0.0175","7.24","1.68","5","-44.6","-54.6",,"-0.0124"
"ATHUSDT","13.4","05-21 12:00","479","0.48","0.71","48","-12.3","-20.5",,"0.0049","0.62","0.5","67","-12.5","-21.7",,"0.005"
"BABYUSDT","59","06-04 10:00","476","1.7","1.64","10","-17.5","-59",,"0.0048","0.69","1.19","53","-10.3","-56.3",,"0.0039"
"PROMPTUSDT","43.7","05-18 23:00","471","1.14","0.18","35","-12.4","-33.9",,"0.005","0.59","0.16","38","-5.3","-32.7",,"0.005"
"STOUSDT","48.1","06-02 19:00","469","0.96","1.23","10","-17.7","-37.6",,"0.005","1.13","0.89","67","-13.5","-33.8",,"0.005"
"FHEUSDT","42.2","05-31 05:00","469","0.69","0.47","52","-20.2","-61.7",,"0.0054","0.56","0.5","59","-11.8","-61.5",,"0.0052"
"KERNELUSDT","15","05-18 18:00","468","2.71","0.52","39","-2.3","-15",,"-0.0137","2.66","1.53","21","2.6","-12.7",,"-0.0476"
"WCTUSDT","11.2","06-10 21:00","467","0.82","0.82","54","-21.2","-40.9",,"0.0043","0.8","1.34","29","-24.3","-41.5",,"0.0002"
"INITUSDT","21.9","05-31 08:00","466","1.72","2.14","74","-19.1","-39",,"0.0011","0.63","0.75","81","-24.2","-43.4",,"0.005"
"BANKUSDT","42.5","06-06 23:00","463","3.07","8.06","82","-21.8","-31.7",,"0.005","4.74","3.3","16","-37.7","-45.7",,"0.005"
"DEEPUSDT","12.3","05-20 03:00","460","0.71","0.45","16","-2.1","-29.9",,"-0.0004","0.33","0.19","57","7.1","-27.2",,"0.0025"
"HYPERUSDT","13.7","06-06 04:00","459","5.07","1.22","20","-37.8","-51",,"0.0036","1.86","0.89","3","-39.8","-47.3",,"0.0043"
"JSTUSDT","11.3","06-04 05:00","454","7.35","2.77","3","-21.5","-26.2",,"-0.0402","2.24","0.78","0","-0.6","-6.4",,"0.0038"
"SIGNUSDT","13.3","05-30 09:00","454","0.64","0.86","72","-14.5","-30.5",,"-0.0079","1.81","1.21","33","-24.8","-31.4",,"-0.0095"
"PUNDIXUSDT","27.7","05-30 04:00","452","1.21","1.17","86","-7.1","-17.8",,"0.0046","1.82","1.39","12","-13.9","-20.3",,"0.0046"
"CTKUSDT","7.1","05-24 13:00","452","1.46","0.56","29","-16.3","-22.7",,"0.0038","0.84","0.58","30","-14.9","-22.3",,"0.005"
"AIOTUSDT","28.4","06-12 19:00","452","0.76","0.69","24","16.9","-48.2",,"0.0191","0.79","0.8","50","13.5","-46.1",,"0.0239"
"DOLOUSDT","14.9","06-12 05:00","451","0.47","0.7","71","-23.2","-41.8",,"0.0027","0.35","0.58","58","-23.9","-42.9",,"0.0019"
"HAEDALUSDT","11.8","06-06 04:00","451","7.1","2.44","16","-28.7","-50.9",,"0.0047","1.93","2.77","0","-14.6","-39.3",,"0.0046"
"SXTUSDT","32.8","06-10 09:00","450","0.95","1.09","5","-32","-51.1",,"0.0037","0.86","0.84","25","-30.2","-48.5",,"0.003"
"ASRUSDT","34.5","06-05 11:00","446","2.12","1.46","6","-32.3","-43.6",,"0.0061","2.28","1.65","13","-23.1","-38.6",,"0.0076"
"ALPINEUSDT","8.3","06-06 04:00","446","1.33","0.72","5","-19.9","-37.4",,"0.005","1.15","0.73","3","-16","-32.4",,"0.005"
"B2USDT","13.8","05-22 20:00","445","1.43","1.31","57","1.2","-9.9",,"0.005","0.33","0.48","8","0.4","-12.4",,"0.005"
"SYRUPUSDT","9.5","05-24 21:00","445","1.15","1.1","22","-24.4","-26.9",,"0.0039","1.11","2.34","54","-20.2","-22.4",,"0.004"
"DOODUSDT","12.3","06-10 08:00","442","1.11","0.94","18","-40.5","-60.2",,"0.005","1.74","0.81","20","-38.8","-57.3",,"0.005"
"OGUSDT","16.9","06-06 15:00","440","2.52","1.73","45","-20.1","-40.1",,"0.0017","1.76","1.53","15","-25.8","-39.9",,"0.0015"
"SKYAIUSDT","93.4","06-06 01:00","439","0.87","0.33","77","-38.9","-78.6",,"0.0051","1.79","0.94","56","-44.5","-79.4",,"0.0177"
"NXPCUSDT","13.9","06-07 12:00","437","3.59","2.03","2","-12.6","-31",,"0.0004","1.88","1.16","11","-0.7","-21",,"0.0018"
"CVCUSDT","7.6","05-14 02:00","436","1.62","0.42","14","40.3","-16.5",,"0.005","1.82","0.73","35","45.5","-12.5",,"-0.0014"
"AGTUSDT","64.9","05-23 13:00","432","2.61","10.97","87","-18.8","-35.3",,"0.0063","2.44","7.46","64","-20.1","-40.3",,"0.0092"
"AWEUSDT","12.1","05-24 15:00","431","2.26","2.13","63","-10.8","-15.5",,"-0.0061","1.92","1.58","27","-9.9","-18.3",,"-0.0068"
"BUSDT","29.3","06-06 09:00","429","1.95","1.09","22","-11.9","-70.6",,"0.0074","1.96","1.05","25","-16.5","-70.1",,"0.013"
"SOONUSDT","17.3","06-06 04:00","429","1.82","1.47","38","-4.1","-23.1",,"0.014","0.91","0.96","14","-8.7","-24.2",,"0.0139"
"HUMAUSDT","13.8","06-06 04:00","425","1.48","1.07","24","-4.2","-20.3",,"0.005","1.16","0.86","5","0.4","-15.5",,"0.005"
"AUSDT","17.4","06-10 17:00","424","0.54","0.48","59","-16.2","-36",,"0.0049","0.74","0.67","43","-19.6","-37.2",,"0.0041"
"SOPHUSDT","18.3","06-11 02:00","423","0.36","0.9","76","-26.6","-46.1",,"0.005","1.01","0.63","23","-31.6","-47.7",,"0.005"
"MERLUSDT","22.9","05-31 16:00","423","0.62","0.98","47","-17.3","-42",,"0.005","0.41","0.63","75","-21.2","-42.5",,"0.0009"
"HYPEUSDT","21.8","05-14 03:00","422","1.03","0.94","0","-28.3","-13.7",,"0","0.72","0.91","26","-31","-9.7",,"-0.0025"
"1000000BOBUSDT","13.4","05-21 05:00","416","0.84","1.06","61","-17.1","-37.4",,"0.0066","0.83","0.73","40","-21.2","-40.9",,"0.0072"
"LAUSDT","19.6","06-04 10:00","416","1.94","0.69","4","-29.5","-48.5",,"-0.0309","1.08","0.53","13","-16.1","-38.2",,"0.0021"
"HOMEUSDT","56","05-31 05:00","411","0.74","0.97","89","71.2","-1.1",,"-0.0499","1.6","1.55","59","62.1","-6.7",,"-0.0544"
"RESOLVUSDT","11.1","06-06 04:00","410","5.78","1.57","14","-39.2","-53.9",,"0.0045","2.73","1.53","3","-36.3","-49.9",,"0.005"
"TAIKOUSDT","6.2","05-20 13:00","410","0.85","0.53","41","-11","-17.5",,"0.005","1.01","0.6","22","-8.4","-16.7",,"0.005"
"SQDUSDT","24.4","06-09 13:00","410","0.85","0.87","23","-21.8","-31",,"0.005","2.5","1.21","74","-18.9","-29",,"0.005"
"PUMPBTCUSDT","16.9","05-19 08:00","408","2.88","0.74","62","-19.1","-26.4",,"0.005","3.17","0.73","28","-19.9","-30.3",,"0.005"
"SPKUSDT","12.2","06-06 04:00","404","1.98","1.62","13","-35.7","-54.9",,"0.005","1.09","1.67","21","-33.9","-52",,"0.005"
"MYXUSDT","33.5","05-23 01:00","403","0.9","0.75","12","-37.1","-41.6",,"0.005","0.46","0.46","45","-29.3","-36.8",,"0.005"
"FUSDT","9.5","06-10 21:00","403","0.99","1.12","4","-27.5","-43.1",,"0.005","1.09","1.37","37","-27.3","-40.7",,"0.005"
"NEWTUSDT","12.8","05-28 20:00","401","1.47","0.93","28","-16.5","-22.2",,"0.0044","1","1","10","-4.7","-17.3",,"0.0036"
"HUSDT","150.1","06-10 13:00","396","18.41","2.88","5","-70.1","-90.5",,"-0.2231","11.81","2.11","7","-58.2","-87.6",,"-0.3786"
"SAHARAUSDT","19.8","06-07 09:00","395","1.44","1","32","-0.7","-30.4",,"0.0147","0.98","1.22","27","-5","-30.8",,"0.007"
"ICNTUSDT","14.6","05-31 13:00","387","3.52","2.29","6","-34.1","-46.1",,"0.0027","2.38","2.59","54","-24.8","-38.2",,"0.005"
"BULLAUSDT","17.9","06-07 20:00","387","1.48","0.81","66","-23.3","-44.2",,"0.0168","1.1","1.23","31","-31.1","-47.7",,"0.015"
"IDOLUSDT","13.9","05-31 12:00","387","1.18","0.38","86","17.5","-11.2",,"0.005","2.48","1.34","46","9","-14.8",,"0.005"
"MUSDT","17.1","06-01 06:00","384","1.12","0.87","30","-8","-27.8",,"0.0128","1.24","0.74","33","-9.9","-27.2",,"0.0067"
"PUMPUSDT","12.6","06-07 19:00","381","2.57","0.6","83","-14.1","-33.7",,"-0.0027","3.32","1.5","23","-20.2","-37.7",,"-0.0072"
"CROSSUSDT","15.3","05-13 10:00","381","1.96","2.06","87","25.6","-2.9",,"0.007","1.53","1.06","34","15.5","-10.5",,"0.007"
"AINUSDT","49.5","06-11 12:00","381","1.2","2.31","90","-10","-43.1",,"0.0175","1.2","1.1","4","-23.6","-55.1",,"0.0186"
"CUSDT","19.2","06-05 23:00","376","1.68","1.63","7","-5.1","-19.8",,"0.005","1.33","3.88","31","1.9","-15.6",,"0.005"
"VELVETUSDT","173","06-10 12:00","376","8.42","8.96","40","278.2","-26.8",,"0.0104","9.11","10.46","89","298","-5.3",,"0.0381"
"TACUSDT","35.8","05-14 00:00","376","0.79","0.86","14","4.6","-40.7",,"0.0021","0.95","0.52","25","5.8","-38.5",,"0.005"
"ERAUSDT","22.3","05-24 19:00","373","0.77","0.91","45","-15.6","-23.9",,"-0.001","0.56","0.97","67","-10","-22.5",,"-0.0011"
"TAUSDT","36.4","05-30 01:00","370","0.68","0.51","85","23.2","-13.4",,"0.0066","0.6","0.72","77","19","-15.5",,"0.006"
"CVXUSDT","17.6","06-11 02:00","368","0.64","0.74","50","-19.7","-40.5",,"0.005","0.55","0.43","31","-25.4","-42",,"0.005"
"SLPUSDT","7.6","06-06 04:00","368","1.54","1.06","3","-18.8","-40.2",,"0.005","1.37","0.93","18","-15.2","-34.6",,"0.005"
"ZORAUSDT","24.3","05-31 00:00","366","0.58","0.54","49","-12.8","-32.3",,"-0.014","1","0.54","19","-19.9","-33.5",,"-0.0097"
"TAGUSDT","34.7","05-22 00:00","366","0.83","1.48","49","-17.1","-47.7",,"0.005","1.05","0.81","63","-24.5","-49.4",,"0.005"
"ESPORTSUSDT","186","06-10 22:00","362","1.46","1.7","65","149.3","-88.6",,"0.0677","0.98","3.98","22","65.4","-92.2",,"-0.191"
"TREEUSDT","8.1","06-09 09:00","361","2.64","0.87","50","-32.9","-45.6",,"0.005","1.7","1.06","21","-34.3","-44.5",,"0.005"
"PLAYUSDT","80.2","05-31 01:00","360","0.39","0.19","2","-12.4","-54.6",,"0.005","0.68","0.35","10","-17.2","-50.1",,"0.0084"
"NAORISUSDT","58.4","06-11 12:00","360","0.47","0.62","74","-11.3","-80.6",,"0.0059","1.17","0.63","9","-21","-82.2",,"0.0073"
"TOWNSUSDT","15.7","05-17 13:00","354","0.94","0.73","64","-8.9","-20.7",,"0.0044","1.4","0.72","10","39","-24.3",,"0.0049"
"PROVEUSDT","56.9","05-20 10:00","354","2.08","4.56","19","-15.7","-22.2",,"0.0006","1.53","0.92","5","-10.2","-20.6",,"0.0036"
"ALLUSDT","7.9","06-06 04:00","354","2.98","1.95","10","-19.9","-30.6",,"-0.0095","1.59","2.08","3","-16.7","-25.6",,"-0.0036"
"INUSDT","48.4","05-22 03:00","353","0.83","1.64","59","-9.4","-15.3",,"0.0067","1.19","2.65","39","-10.5","-17.2",,"0.0056"
"CARVUSDT","10.2","06-10 21:00","352","0.83","1.41","22","-28.3","-49.3",,"0.0108","0.74","0.9","31","-28.9","-48.2",,"0.0083"
"AIOUSDT","103.4","06-10 02:00","347","0.93","0.56","22","20.6","-15.4",,"0.005","1.23","0.92","79","36.7","-3.1",,"0.0077"
"XNYUSDT","54.1","06-10 23:00","347","1.63","0.71","30","-31.1","-55.3",,"0.005","1.03","0.77","26","-24.5","-53.2",,"0.0058"
"USELESSUSDT","32.6","06-01 13:00","345","0.75","0.67","74","34.2","-14",,"0.0052","0.7","0.59","50","19","-20.5",,"0.005"
"SAPIENUSDT","19.4","05-13 19:00","339","3.25","7.76","31","54.6","-15.5",,"-0.0301","2.83","7.21","57","57.5","-10.5",,"-0.0283"
"XPLUSDT","42.1","06-11 16:00","338","0.48","0.43","53","-25.5","-42.9",,"0.0015","0.85","0.4","19","-27.5","-42.8",,"0.0022"
"WLFIUSDT","9.8","06-10 00:00","337","1.6","0.55","12","-3.6","-28.3",,"0.005","1.68","0.58","81","-5.1","-24.2",,"0.005"
"SOMIUSDT","14.3","06-11 02:00","335","0.85","0.73","33","-33.8","-50",,"0.005","0.82","0.5","7","-34.6","-48.9",,"0.005"
